R,G,B,H,S,V,Texture,label
78.70465087890625,67.534912109375,41.668701171875,76.48480224609375,55.6719970703125,79.74951171875,61.27595839088454,ripe
133.17059326171875,136.28857421875,122.4425048828125,70.56158447265625,71.2137451171875,149.23876953125,75.10179572665977,ripe
166.37823486328125,169.72015380859375,162.19036865234375,89.24676513671875,60.4736328125,183.00286865234375,49.456702335251585,ripe
176.13702392578125,181.4942626953125,173.32403564453125,86.71954345703125,59.271484375,195.511474609375,49.91712106885034,ripe
81.59368896484375,68.9278564453125,42.1544189453125,49.50665283203125,73.36944580078125,83.99200439453125,64.38050352639655,ripe
70.40167236328125,62.4227294921875,45.290283203125,51.15740966796875,51.00604248046875,74.60174560546875,63.32019878551842,ripe
167.51202392578125,162.87109375,147.80828857421875,84.7022705078125,49.48492431640625,172.7825927734375,50.930923638587,ripe
135.2861328125,136.3447265625,108.42938232421875,65.93841552734375,77.0328369140625,145.47991943359375,73.99565783257222,ripe
88.28192138671875,89.1744384765625,75.78369140625,47.94805908203125,49.24005126953125,95.73736572265625,85.47125212472028,ripe
165.31195068359375,169.37261962890625,158.4193115234375,81.9024658203125,69.90826416015625,185.02130126953125,49.53803578492122,ripe
173.94683837890625,178.84161376953125,153.19195556640625,82.59747314453125,73.779541015625,187.6962890625,54.069101379669405,ripe
174.90618896484375,183.32598876953125,175.7281494140625,92.5843505859375,53.6900634765625,194.29058837890625,38.72096090490997,ripe
168.9171142578125,172.19091796875,149.4886474609375,84.78448486328125,69.8013916015625,182.015625,46.60126037926065,ripe
143.90325927734375,146.069091796875,134.14666748046875,77.1551513671875,65.3038330078125,157.97064208984375,71.32802050589709,ripe
162.17645263671875,163.03570556640625,130.72821044921875,77.24627685546875,91.32025146484375,175.1990966796875,53.81462729521035,ripe
173.62933349609375,176.70355224609375,165.78076171875,84.827880859375,64.3321533203125,191.1988525390625,50.33556978345425,ripe
164.80865478515625,164.4449462890625,145.11016845703125,80.22210693359375,75.20367431640625,177.12091064453125,54.496437317702,ripe
175.54156494140625,179.40850830078125,169.1160888671875,87.7177734375,61.71746826171875,193.41217041015625,46.1811017789143,ripe
105.8953857421875,88.8660888671875,50.41766357421875,64.45367431640625,90.20758056640625,108.0709228515625,61.916146139438915,ripe
166.7498779296875,166.51593017578125,137.18927001953125,76.7529296875,88.17962646484375,179.43414306640625,51.788934690316125,ripe
140.25372314453125,131.1983642578125,103.89410400390625,64.98187255859375,104.60919189453125,156.54339599609375,55.25948153971042,ripe
103.6497802734375,98.69195556640625,84.48504638671875,38.9398193359375,35.2169189453125,104.4520263671875,84.76393873162553,ripe
208.8443603515625,210.14739990234375,199.03948974609375,83.175048828125,37.1917724609375,219.2060546875,34.12218128653073,ripe
119.70745849609375,102.6251220703125,64.89825439453125,70.8958740234375,71.131103515625,121.3975830078125,61.00742265644829,ripe
103.7342529296875,96.58941650390625,75.2735595703125,81.795166015625,67.2479248046875,111.65435791015625,52.60934000926684,ripe
170.18609619140625,160.33843994140625,127.1773681640625,59.6922607421875,71.94647216796875,172.1959228515625,56.43896741421512,ripe
165.26416015625,165.84515380859375,141.585693359375,77.3372802734375,84.2315673828125,180.434814453125,49.94691157799456,ripe
80.25,76.7152099609375,64.46124267578125,62.8917236328125,76.22735595703125,91.8240966796875,64.17408099917076,ripe
214.17083740234375,215.93505859375,189.93060302734375,83.66064453125,47.4393310546875,221.50225830078125,43.8474635314671,ripe
163.862060546875,168.67431640625,144.00244140625,82.22528076171875,78.73870849609375,177.5511474609375,58.09406176322624,ripe
103.21905517578125,104.24456787109375,88.43426513671875,55.6392822265625,58.400390625,111.97943115234375,84.52752578982444,ripe
96.735107421875,82.02032470703125,70.32568359375,86.62457275390625,69.88873291015625,97.61962890625,62.76558400652245,ripe
150.32415771484375,139.31414794921875,107.2313232421875,57.777099609375,73.78594970703125,151.521484375,55.08606322863315,ripe
165.40460205078125,168.8681640625,165.37158203125,88.2332763671875,31.6533203125,177.56878662109375,28.893240388010224,ripe
135.38140869140625,103.91265869140625,135.40936279296875,119.6370849609375,89.28076171875,143.8338623046875,44.98338828583754,ripe
144.27374267578125,110.947509765625,126.74969482421875,103.08050537109375,96.18572998046875,148.03973388671875,50.24182515676147,ripe
160.2899169921875,164.46240234375,154.5013427734375,85.41510009765625,69.6170654296875,179.41473388671875,47.294678554818766,ripe
167.992919921875,164.83050537109375,152.2713623046875,79.9315185546875,25.82537841796875,171.36041259765625,32.87013289644027,ripe
115.255859375,112.06793212890625,94.157958984375,55.363525390625,80.10528564453125,129.91595458984375,68.1567054462232,ripe
145.65081787109375,149.39471435546875,135.5347900390625,66.03173828125,100.43359375,174.94488525390625,52.8246539664656,ripe
170.9442138671875,164.64959716796875,142.06341552734375,71.01849365234375,38.105712890625,172.69781494140625,36.48409813052726,ripe
211.0836181640625,213.55657958984375,199.3077392578125,87.261474609375,42.2874755859375,223.17913818359375,29.886367979100402,ripe
165.24884033203125,171.01934814453125,162.32403564453125,83.904296875,72.744140625,188.83453369140625,47.88326342571138,ripe
128.70343017578125,130.05230712890625,110.60919189453125,67.02386474609375,66.160888671875,139.584228515625,77.62946250761308,ripe
189.86273193359375,198.61572265625,196.23931884765625,69.17083740234375,43.37884521484375,211.17218017578125,28.47984234469481,ripe
155.54986572265625,141.59014892578125,109.79034423828125,53.84942626953125,120.74334716796875,175.675048828125,51.10097714900922,ripe
181.35662841796875,182.7266845703125,156.7127685546875,84.2479248046875,72.65826416015625,193.6910400390625,52.12856406511291,ripe
174.5985107421875,177.23822021484375,152.09271240234375,83.1160888671875,74.24603271484375,188.84771728515625,48.433038019487995,ripe
164.39410400390625,167.7142333984375,152.2750244140625,81.28302001953125,71.82830810546875,181.4954833984375,54.00075534273006,ripe
168.60223388671875,170.49267578125,146.7691650390625,85.80401611328125,74.57574462890625,181.451171875,48.84791642609561,ripe
154.505615234375,141.216064453125,104.43133544921875,56.49237060546875,105.02362060546875,166.1097412109375,56.15840713888157,ripe
175.3106689453125,178.523193359375,161.81182861328125,87.93255615234375,65.91033935546875,191.4471435546875,44.81161000992313,ripe
163.83056640625,161.423583984375,110.2083740234375,66.854736328125,108.50592041015625,171.2730712890625,56.39330661155922,ripe
160.33160400390625,165.22821044921875,156.054931640625,83.87103271484375,72.95513916015625,181.982666015625,47.485272202016574,ripe
212.74835205078125,214.2431640625,201.91363525390625,88.29681396484375,36.39129638671875,222.47296142578125,33.39883848902644,ripe
138.45892333984375,139.18878173828125,128.753173828125,72.7843017578125,57.6514892578125,149.84869384765625,78.4154362257683,ripe
164.83538818359375,169.08209228515625,158.1617431640625,87.2694091796875,69.37274169921875,184.1025390625,47.95872879056881,ripe
